time,veh_u,veh_v,model_GRU_lon_2080.pt
0.0,0.0,0.01722,0.015690425410866737
0.01,0.0,0.01565,0.015690425410866737
0.02,0.0,0.01409,0.015690425410866737
0.03,0.0,0.01256,0.015690425410866737
0.04,0.0,0.01105,0.015690425410866737
0.05,0.0,0.00957,0.015690425410866737
0.06,0.0,0.00815,0.015690425410866737
0.07,0.0,0.00677,0.015690425410866737
0.08,0.0,0.00546,0.015690425410866737
0.09,0.0,0.00421,0.015690425410866737
0.1,0.0,0.00303,0.015690425410866737
0.11,0.0,0.00192,0.015690425410866737
0.12,0.0,0.0,0.015690425410866737
0.13,0.0,0.0,0.015690425410866737
0.14,0.0,0.0,0.015690425410866737
0.15,0.0,0.0,0.015690425410866737
0.16,0.0,0.0,0.015690425410866737
0.17,0.0,0.0,0.015690425410866737
0.18,0.0,0.0,0.015690425410866737
0.19,0.0,0.0,0.015690425410866737
0.2,0.0,0.0,0.015690425410866737
0.21,0.0,0.0,0.015690425410866737
0.22,0.0,0.0,0.015690425410866737
0.23,0.0,0.0,0.015690425410866737
0.24,0.0,0.0,0.015690425410866737
0.25,0.0,0.0,0.015690425410866737
0.26,0.0,0.0,0.015690425410866737
0.27,0.0,0.0,0.015690425410866737
0.28,0.0,0.0,0.015690425410866737
0.29,0.0,0.0,0.015690425410866737
0.3,0.0,0.0,0.015690425410866737
0.31,0.0,0.0,0.015690425410866737
0.32,0.01094,0.0,0.015690425410866737
0.33,0.01192,0.0,0.015690425410866737
0.34,0.01278,0.0,0.015690425410866737
0.35,0.01336,0.0,0.015690425410866737
0.36,0.01405,0.0,0.015690425410866737
0.37,0.01444,0.0,0.015690425410866737
0.38,0.01468,0.0,0.015690425410866737
0.39,0.01474,0.0,0.015690425410866737
0.4,0.01463,0.0,0.015690425410866737
0.41,0.01441,0.0,0.015690425410866737
0.42,0.01389,0.0,0.015690425410866737
0.43,0.01326,0.0,0.015690425410866737
0.44,0.01248,0.0,0.015690425410866737
0.45,0.01153,0.0,0.015690425410866737
0.46,0.01044,0.0,0.015690425410866737
0.47,0.0,0.0,0.015690425410866737
0.48,0.0,0.0,0.015690425410866737
0.49,0.0,0.0,0.015690425410866737
0.5,0.0,0.0,0.015690425410866737
0.51,0.0,0.0,0.015690425410866737
0.52,0.0,0.0,0.015690425410866737
0.53,0.0,0.0,0.015690425410866737
0.54,0.0,0.0,0.015690425410866737
0.55,0.0,0.0,0.015690425410866737
0.56,0.0,0.0,0.015690425410866737
0.57,0.0,0.0,0.015690425410866737
0.58,0.0,0.0,0.015690425410866737
0.59,0.0,0.0,0.015690425410866737
0.6,0.0,0.0,0.015690425410866737
0.61,0.0,0.0,0.015690425410866737
0.62,0.0,0.0,0.015690425410866737
0.63,0.0,0.0,0.015690425410866737
0.64,0.0,0.0,0.015690425410866737
0.65,0.0,0.0,0.015690425410866737
0.66,0.0,0.0,0.015690425410866737
0.67,0.0,0.0,0.015690425410866737
0.68,0.0,0.0,0.015690425410866737
0.69,0.0,0.0,0.015690425410866737
0.7,0.0,0.0,0.015690425410866737
0.71,0.0,0.0,0.015690425410866737
0.72,0.0,0.0,0.015690425410866737
0.73,0.0,0.0,0.015690425410866737
0.74,0.0,0.0,0.015690425410866737
0.75,0.0,0.0,0.015690425410866737
0.76,0.0,0.0,0.015690425410866737
0.77,0.0,0.0,0.015690425410866737
0.78,0.0,0.0,0.015690425410866737
0.79,0.0,0.0,0.015690425410866737
0.8,0.0,0.0,0.015690425410866737
0.81,0.0,0.0,0.015690425410866737
0.82,0.0,0.0,0.015690425410866737
0.83,0.0,0.0,0.015690425410866737
0.84,0.0,0.0,0.015690425410866737
0.85,0.0,0.0,0.015690425410866737
0.86,0.0,0.0,0.015690425410866737
0.87,0.0,0.0,0.015690425410866737
0.88,0.0,0.0,0.015690425410866737
0.89,0.0,0.0,0.015690425410866737
0.9,0.0,0.0,0.015969090163707733
0.91,0.0,0.0,0.01620982214808464
0.92,0.0,0.0,0.016341742128133774
0.93,0.0,0.0,0.01637970842421055
0.94,0.0,0.0,0.016350071877241135
0.95,0.0,0.0,0.016244802623987198
0.96,0.0,0.0,0.016092315316200256
0.97,0.0,0.0,0.015944253653287888
0.98,0.01014,0.0,0.015702465549111366
0.99,0.01053,0.0,0.015374775975942612
1.0,0.01076,0.0,0.015010310336947441
1.01,0.01082,0.0,0.014610476791858673
1.02,0.01073,0.0,0.014210086315870285
1.03,0.01048,0.0,0.013778895139694214
1.04,0.01008,0.0,0.013302402570843697
1.05,0.0,0.0,0.012821614742279053
1.06,0.0,0.0,0.012339595705270767
1.07,0.0,0.0,0.011864779517054558
1.08,0.0,0.0,0.011423405259847641
1.09,0.0,0.0,0.01097429171204567
1.1,0.0,0.0,0.010552596300840378
1.11,0.0,0.0,0.010203966870903969
1.12,0.0,0.0,0.009928876534104347
1.13,0.0,0.0,0.00969814881682396
1.14,0.0,0.0,0.00949065014719963
1.15,0.0,0.0,0.009263776242733002
1.16,0.0,0.0,0.009029826149344444
1.17,0.0,0.0,0.008803950622677803
1.18,0.0,0.0,0.008573116734623909
1.19,0.0,0.0,0.008426370099186897
1.2,0.0,0.0,0.008335741236805916
1.21,0.0,0.0,0.008292295038700104
1.22,0.0,0.0,0.008298173546791077
1.23,0.0,0.0,0.008367456495761871
1.24,0.0,0.0,0.008517498150467873
1.25,0.0,0.0,0.008703798055648804
1.26,0.0,0.0,0.008968085050582886
1.27,0.0,0.0,0.009515194222331047
1.28,0.0,0.0,0.010504571720957756
1.29,0.0,0.0,0.012007530778646469
1.3,0.0,0.0,0.014078319072723389
1.31,0.0,0.0,0.016669023782014847
1.32,0.0,0.0,0.019670158624649048
1.33,0.0,0.0,0.023020144551992416
1.34,0.0,0.0,0.026556380093097687
1.35,0.0,0.0,0.03005523607134819
1.36,0.0,0.0,0.03325964882969856
1.37,0.0,0.0,0.036024533212184906
1.38,0.0,0.0,0.03833470866084099
1.39,0.0,0.0,0.04025690257549286
1.4,0.0,0.0,0.04184817895293236
1.41,0.0,0.0,0.043113984167575836
1.42,0.0,0.0,0.04418285936117172
1.43,0.0,0.0,0.04519718140363693
1.44,0.0,0.00141,0.04621248319745064
1.45,0.0,0.00188,0.04722575843334198
1.46,0.01084,0.00234,0.048301324248313904
1.47,0.01189,0.00278,0.049451157450675964
1.48,0.01281,0.0032,0.05076872557401657
1.49,0.01358,0.00359,0.05211598798632622
1.5,0.01418,0.00396,0.0531713031232357
1.51,0.0146,0.00428,0.05385676398873329
1.52,0.01483,0.00457,0.05404730886220932
1.53,0.01487,0.00482,0.05382592976093292
1.54,0.01472,0.00502,0.05329826846718788
1.55,0.01439,0.00518,0.05272943899035454
1.56,0.01387,0.00528,0.05236297473311424
1.57,0.01318,0.00533,0.05230896174907684
1.58,0.01234,0.00533,0.05264575034379959
1.59,0.01137,0.00527,0.053386423736810684
1.6,0.0103,0.00516,0.054496441036462784
1.61,0.0,0.005,0.055801644921302795
1.62,0.0,0.00478,0.057116344571113586
1.63,0.0,0.00457,0.05820202827453613
1.64,0.0,0.00426,0.05895594507455826
1.65,0.0,0.00391,0.059446074068546295
1.66,0.0,0.00351,0.05974546819925308
1.67,0.0,0.00298,0.059910260140895844
1.68,0.0,0.00249,0.0600576251745224
1.69,0.0,0.00198,0.06020636111497879
1.7,0.0,0.00143,0.06045442074537277
1.71,0.0,0.0,0.06077145040035248
1.72,0.0,0.0,0.06125194579362869
1.73,0.0,0.0,0.06185803562402725
1.74,0.0121,0.0,0.062498003244400024
1.75,0.01613,0.0,0.0632590502500534
1.76,0.02109,0.0,0.06399799883365631
1.77,0.02707,0.0,0.0648140087723732
1.78,0.03416,0.0,0.06604083627462387
1.79,0.04242,0.0,0.06835771352052689
1.8,0.05193,0.0,0.07241161167621613
1.81,0.06276,0.0,0.07861167192459106
1.82,0.07496,0.0,0.08681471645832062
1.83,0.08861,0.0,0.09625203907489777
1.84,0.10374,0.0,0.10649912804365158
1.85,0.12041,0.0,0.11760621517896652
1.86,0.13865,0.0,0.13024625182151794
1.87,0.15849,0.0,0.14544346928596497
1.88,0.17557,0.0,0.16343560814857483
1.89,0.19834,0.0,0.18371766805648804
1.9,0.22274,0.0,0.2051669955253601
1.91,0.24878,0.0,0.22668364644050598
1.92,0.28211,0.0,0.2474910318851471
1.93,0.31168,0.0,0.2683136463165283
1.94,0.34283,0.0,0.28944674134254456
1.95,0.3755,0.0,0.3155110776424408
1.96,0.40966,0.0,0.3474826216697693
1.97,0.44526,0.0,0.38439297676086426
1.98,0.48223,0.0,0.425068199634552
1.99,0.52052,0.0,0.4736889898777008
2.0,0.56005,0.0,0.5294219255447388
2.01,0.5926,0.0,0.5901538729667664
2.02,0.64255,0.0,0.6534773111343384
2.03,0.67681,0.0,0.7156622409820557
2.04,0.72912,0.0,0.7734926342964172
2.05,0.77373,0.0,0.8272226452827454
2.06,0.8191,0.0,0.8769004940986633
2.07,0.86518,0.0,0.9235774278640747
2.08,0.91185,0.0,0.967778742313385
2.09,0.95907,0.0,1.010312795639038
2.1,1.00675,0.0,1.052751064300537
2.11,1.05482,0.0,1.0960577726364136
2.12,1.10319,0.0,1.1411292552947998
2.13,1.15183,0.0,1.1875468492507935
2.14,1.20066,0.0,1.234898567199707
2.15,1.24964,0.0,1.2829487323760986
2.16,1.29871,0.0,1.3312439918518066
2.17,1.34785,0.0,1.379568338394165
2.18,1.39701,0.0,1.4279924631118774
2.19,1.44616,0.0,1.4761950969696045
2.2,1.49528,0.0,1.5249228477478027
2.21,1.54435,0.0,1.57406485080719
2.22,1.59336,0.0,1.6241099834442139
2.23,1.64231,0.0,1.6750205755233765
2.24,1.6912,0.0,1.7270033359527588
2.25,1.74002,0.0,1.7790733575820923
2.26,1.77913,0.0,1.8306465148925781
2.27,1.83751,0.0,1.8814878463745117
2.28,1.87659,0.0,1.9321026802062988
2.29,1.93492,0.0,1.9828848838806152
2.3,1.974,0.0,2.0335676670074463
2.31,2.0324,0.0,2.083437442779541
2.32,2.08122,0.0,2.132415294647217
2.33,2.13014,0.0,2.1803183555603027
2.34,2.17916,0.0,2.227677583694458
2.35,2.22833,0.0,2.274632692337036
2.36,2.27766,0.0,2.321711301803589
2.37,2.32721,0.0,2.369478225708008
2.38,2.37688,0.0,2.418628215789795
2.39,2.42683,0.0,2.4691271781921387
2.4,2.47699,0.0,2.521544933319092
2.41,2.52741,0.0,2.57607102394104
2.42,2.57809,0.0,2.6331593990325928
2.43,2.62903,0.0,2.69223690032959
2.44,2.68023,0.0,2.752607822418213
2.45,2.73168,0.0,2.8127121925354004
2.46,2.7834,0.0,2.871464729309082
2.47,2.83535,0.0,2.92954421043396
2.48,2.88753,0.0,2.987210750579834
2.49,2.93993,0.0,3.0437097549438477
2.5,2.99251,0.0,3.0989322662353516
2.51,3.03481,0.0,3.152966022491455
2.52,3.09817,0.0,3.205491781234741
2.53,3.14068,0.0,3.256504774093628
2.54,3.20429,0.0,3.30608868598938
2.55,3.24692,0.0,3.3545331954956055
2.56,3.31064,0.0,3.402306079864502
2.57,3.36381,0.0,3.450120687484741
2.58,3.41695,0.0,3.4983909130096436
2.59,3.47002,0.0,3.547100067138672
2.6,3.52299,0.0,3.5965168476104736
2.61,3.57584,0.0,3.6465845108032227
2.62,3.62853,0.0,3.6970608234405518
2.63,3.68104,0.0,3.747563362121582
2.64,3.73335,0.0,3.797848701477051
2.65,3.78544,0.0,3.8473682403564453
2.66,3.8373,0.0,3.8960764408111572
2.67,3.88892,0.0,3.9441840648651123
2.68,3.94029,0.0,3.9919323921203613
2.69,3.99139,0.0,4.039961338043213
2.7,4.04224,0.0,4.088008880615234
2.71,4.09283,0.0,4.136318683624268
2.72,4.14318,0.0,4.184769630432129
2.73,4.1933,0.0,4.233363151550293
2.74,4.24319,0.0,4.282413005828857
2.75,4.29288,0.0,4.331418037414551
2.76,4.33259,0.0,4.380527019500732
2.77,4.39172,0.0,4.42987585067749
2.78,4.43118,0.0,4.479856014251709
2.79,4.49001,0.0,4.53023624420166
2.8,4.52933,0.0,4.580775260925293
2.81,4.58796,0.0,4.631710052490234
2.82,4.63689,0.0,4.682939529418945
2.83,4.68581,0.0,4.734013557434082
2.84,4.73477,0.0,4.784914970397949
2.85,4.7838,0.0,4.835469722747803
2.86,4.8329,0.0,4.885624408721924
2.87,4.88213,0.0,4.935328960418701
2.88,4.93148,0.0,4.984744071960449
2.89,4.98099,0.0,5.034285545349121
2.9,5.03069,0.0,5.083994388580322
2.91,5.08053,0.0,5.133925437927246
2.92,5.1306,0.0,5.183936595916748
2.93,5.18087,0.0,5.233972549438477
2.94,5.23135,0.0,5.284387588500977
2.95,5.28205,0.0,5.3355183601379395
2.96,5.33296,0.0,5.387149810791016
2.97,5.38408,0.0,5.439162254333496
2.98,5.43539,0.0,5.491466522216797
2.99,5.48689,0.0,5.5436201095581055
3.0,5.53858,0.0,5.595634460449219
3.01,5.58013,0.0,5.647460460662842
3.02,5.64236,0.0,5.69920015335083
3.03,5.68413,0.0,5.750983715057373
3.04,5.74662,0.0,5.802871227264404
3.05,5.78852,0.0,5.854575157165527
3.06,5.85116,0.0,5.905752182006836
3.07,5.89312,0.0,5.956714153289795
3.08,5.95578,0.0,6.007314682006836
3.09,6.00806,0.0,6.056888103485107
3.1,6.06027,0.0,6.1055402755737305
3.11,6.11242,0.0,6.154425621032715
3.12,6.16446,0.0,6.203526020050049
3.13,6.21639,0.0,6.2525129318237305
3.14,6.26818,0.0,6.30046272277832
3.15,6.31982,0.0,6.347641468048096
3.16,6.37129,0.0,6.3953094482421875
3.17,6.42259,0.0,6.44429874420166
3.18,6.47371,0.0,6.494372367858887
3.19,6.52464,0.0,6.545284271240234
3.2,6.5754,0.0,6.59692907333374
3.21,6.62596,0.0,6.649845600128174
3.22,6.67635,0.0,6.703760147094727
3.23,6.72658,0.0,6.757434844970703
3.24,6.77666,0.0,6.810693740844727
3.25,6.82661,0.0,6.864238262176514
3.26,6.86658,0.0,6.9183349609375
3.27,6.92616,0.0,6.972437858581543
3.28,6.96599,0.0,7.027111053466797
3.29,7.02543,0.0,7.081704139709473
3.3,7.06522,0.0,7.135998725891113
3.31,7.12463,0.0,7.1897687911987305
3.32,7.16444,0.0,7.243575572967529
3.33,7.22398,0.0,7.297909736633301
3.34,7.27379,0.0,7.352341175079346
3.35,7.32374,0.0,7.406717777252197
3.36,7.37383,0.0,7.461068153381348
3.37,7.42425,0.0,7.515780925750732
3.38,7.47461,0.0,7.570615291595459
3.39,7.52535,0.0,7.624966621398926
3.4,7.57633,0.0,7.678664207458496
3.41,7.62762,0.0,7.731783866882324
3.42,7.67917,0.0,7.7844929695129395
3.43,7.73104,0.0,7.837054252624512
3.44,7.78324,0.0,7.889560699462891
3.45,7.83576,0.0,7.941559314727783
3.46,7.88861,0.0,7.9930830001831055
3.47,7.94179,0.0,8.04566764831543
3.48,7.99529,0.0,8.098617553710938
3.49,8.0491,0.0,8.151388168334961
3.5,8.1032,0.0,8.204090118408203
3.51,8.14681,0.0,8.256882667541504
3.52,8.21225,0.0,8.309225082397461
3.53,8.25625,0.0,8.36124324798584
3.54,8.32224,0.0,8.413280487060547
3.55,8.36655,0.0,8.465300559997559
3.56,8.43293,0.0,8.517245292663574
3.57,8.47745,0.0,8.569697380065918
3.58,8.54404,0.0,8.622241973876953
3.59,8.59965,0.0,8.675044059753418
3.6,8.65525,0.0,8.728191375732422
3.61,8.71078,0.0,8.781729698181152
3.62,8.76621,0.0,8.834795951843262
3.63,8.82149,0.0,8.887162208557129
3.64,8.87657,0.0,8.939201354980469
3.65,8.93141,0.0,8.990992546081543
3.66,8.98596,0.0,9.043275833129883
3.67,9.04018,0.0,9.095654487609863
3.68,9.09403,0.0,9.147653579711914
3.69,9.14748,0.0,9.199767112731934
3.7,9.20047,0.0,9.252543449401855
3.71,9.25298,0.0,9.30518627166748
3.72,9.30498,0.0,9.358234405517578
3.73,9.35643,0.0,9.410258293151855
3.74,9.40731,0.0,9.461040496826172
3.75,9.4576,0.0,9.511560440063477
3.76,9.49747,0.0,9.56166934967041
3.77,9.55632,0.0,9.610539436340332
3.78,9.59518,0.0,9.658823013305664
3.79,9.65248,0.0,9.707343101501465
3.8,9.69032,0.0,9.755925178527832
3.81,9.74603,0.0,9.804558753967285
3.82,9.78279,0.0,9.853314399719238
3.83,9.83695,0.0,9.900821685791016
3.84,9.88145,0.0,9.947516441345215
3.85,9.9253,0.0,9.993124008178711
3.86,9.96853,0.0,10.037256240844727
3.87,10.01116,0.0,10.080729484558105
3.88,10.05319,0.0,10.12472152709961
3.89,10.09465,0.0,10.168829917907715
3.9,10.13556,0.0,10.211770057678223
3.91,10.17593,0.0,10.253052711486816
3.92,10.21579,0.0,10.292518615722656
3.93,10.25513,0.0,10.330595016479492
3.94,10.29402,0.0,10.367218971252441
3.95,10.33243,0.0,10.402922630310059
3.96,10.37041,0.0,10.437726974487305
3.97,10.40796,0.0,10.47203540802002
3.98,10.44509,0.0,10.506864547729492
3.99,10.48183,0.0,10.542740821838379
4.0,10.51818,0.0,10.579188346862793
4.01,10.55414,0.0,10.614830017089844
4.02,10.5827,0.0,10.6494722366333
4.03,10.61798,0.0,10.68323802947998
4.04,10.65974,0.0,10.71605396270752
4.05,10.69418,0.0,10.748494148254395
4.06,10.72151,0.0,10.781359672546387
4.07,10.75523,0.0,10.814109802246094
4.08,10.79508,0.0,10.8464994430542
4.09,10.82787,0.0,10.878843307495117
4.1,10.8602,0.0,10.910228729248047
4.11,10.89206,0.0,10.940268516540527
4.12,10.92343,0.0,10.96877670288086
4.13,10.95427,0.0,10.996172904968262
4.14,10.98457,0.0,11.022377014160156
4.15,11.01429,0.0,11.048340797424316
4.16,11.04342,0.0,11.073430061340332
4.17,11.07191,0.0,11.098457336425781
4.18,11.09977,0.0,11.124197959899902
4.19,11.12694,0.0,11.150043487548828
4.2,11.15342,0.0,11.175415992736816
4.21,11.17918,0.0,11.20083999633789
4.22,11.2042,0.0,11.226324081420898
4.23,11.22848,0.0,11.251851081848145
4.24,11.25198,0.0,11.276737213134766
4.25,11.27472,0.0,11.301121711730957
4.26,11.29669,0.0,11.324414253234863
4.27,11.31374,0.0,11.346501350402832
4.28,11.33831,0.0,11.366805076599121
4.29,11.35799,0.0,11.38471794128418
4.3,11.37692,0.0,11.400816917419434
4.31,11.39158,0.0,11.414924621582031
4.32,11.41266,0.0,11.427592277526855
4.33,11.42953,0.0,11.438478469848633
4.34,11.44576,0.0,11.44868278503418
4.35,11.45836,0.0,11.457831382751465
4.36,11.47652,0.0,11.465814590454102
4.37,11.49117,0.0,11.47392463684082
4.38,11.50531,0.0,11.482160568237305
4.39,11.51909,0.0,11.49120044708252
4.4,11.53255,0.0,11.501840591430664
4.41,11.54573,0.0,11.513747215270996
4.42,11.55869,0.0,11.52630615234375
4.43,11.5715,0.0,11.539365768432617
4.44,11.58421,0.0,11.553336143493652
4.45,11.5969,0.0,11.568755149841309
4.46,11.6096,0.0,11.586322784423828
4.47,11.62239,0.0,11.60614013671875
4.48,11.63531,0.0,11.627701759338379
4.49,11.64842,0.0,11.651338577270508
4.5,11.66175,0.0,11.675728797912598
4.51,11.67537,0.0,11.700542449951172
4.52,11.68651,0.0,11.725067138671875
4.53,11.70358,0.0,11.748888969421387
4.54,11.71824,0.0,11.771400451660156
4.55,11.7333,0.0,11.79241943359375
4.56,11.74568,0.0,11.812315940856934
4.57,11.7647,0.0,11.831329345703125
4.58,11.78107,0.0,11.849494934082031
4.59,11.79788,0.0,11.867666244506836
4.6,11.81169,0.0,11.88565444946289
4.61,11.83285,0.0,11.9037504196167
4.62,11.85098,0.0,11.921707153320312
4.63,11.86953,0.0,11.939631462097168
4.64,11.88847,0.0,11.957873344421387
4.65,11.90779,0.0,11.976593971252441
4.66,11.92746,0.0,11.996148109436035
4.67,11.94745,0.0,12.016406059265137
4.68,11.96773,0.0,12.0369291305542
4.69,11.98827,0.0,12.05782699584961
4.7,12.00907,0.0,12.079477310180664
4.71,12.03003,0.0,12.101554870605469
4.72,12.05118,0.0,12.122984886169434
4.73,12.07247,0.0,12.14457893371582
4.74,12.09387,0.0,12.166022300720215
4.75,12.11535,0.0,12.1873140335083
4.76,12.13688,0.0,12.207478523254395
4.77,12.15417,0.0,12.226722717285156
4.78,12.18002,0.0,12.245903015136719
4.79,12.20158,0.0,12.265060424804688
4.8,12.22312,0.0,12.284423828125
4.81,12.24035,0.0,12.30374526977539
4.82,12.26604,0.0,12.323366165161133
4.83,12.28741,0.0,12.343749046325684
4.84,12.30871,0.0,12.365068435668945
4.85,12.32573,0.0,12.386813163757324
4.86,12.35108,0.0,12.408795356750488
4.87,12.37214,0.0,12.430571556091309
4.88,12.39313,0.0,12.452123641967773
4.89,12.41404,0.0,12.47356128692627
4.9,12.43489,0.0,12.495050430297852
4.91,12.45565,0.0,12.516510009765625
4.92,12.47636,0.0,12.537415504455566
4.93,12.497,0.0,12.557990074157715
4.94,12.51758,0.0,12.577741622924805
4.95,12.5381,0.0,12.596711158752441
4.96,12.55856,0.0,12.615574836730957
