time,veh_u,veh_v,model_TCN_lon_129.pt
0.0,0.02213,0.02112,-0.010057255625724792
0.01,0.02182,0.01911,-0.010057255625724792
0.02,0.02141,0.01713,-0.010057255625724792
0.03,0.02088,0.01519,-0.010057255625724792
0.04,0.02024,0.0133,-0.010057255625724792
0.05,0.01948,0.01147,-0.010057255625724792
0.06,0.01861,0.00972,-0.010057255625724792
0.07,0.01763,0.00805,-0.010057255625724792
0.08,0.01655,0.00649,-0.010057255625724792
0.09,0.01536,0.00502,-0.010057255625724792
0.1,0.01408,0.00367,-0.010057255625724792
0.11,0.01272,0.00244,-0.010057255625724792
0.12,0.01128,0.00133,-0.010057255625724792
0.13,0.00174,0.0,-0.010057255625724792
0.14,0.0,0.0,-0.010057255625724792
0.15,0.0,0.0,-0.010057255625724792
0.16,0.0,0.0,-0.010057255625724792
0.17,0.0,0.0,-0.010057255625724792
0.18,0.0,0.0,-0.010057255625724792
0.19,0.0,0.0,-0.010057255625724792
0.2,0.0,0.0,-0.010057255625724792
0.21,0.0,0.0,-0.010057255625724792
0.22,0.0,0.0,-0.010057255625724792
0.23,0.0,0.0,-0.010057255625724792
0.24,0.0,0.0,-0.010057255625724792
0.25,0.0,0.0,-0.010057255625724792
0.26,0.0,0.0,-0.010057255625724792
0.27,0.0,0.0,-0.010057255625724792
0.28,0.0,0.0,-0.010057255625724792
0.29,0.0,0.0,-0.010057255625724792
0.3,0.0,0.0,-0.010057255625724792
0.31,0.0,0.0,-0.010057255625724792
0.32,0.0,0.0,-0.010057255625724792
0.33,0.0,0.0015,-0.010057255625724792
0.34,0.0,0.00199,-0.010057255625724792
0.35,0.0,0.00237,-0.010057255625724792
0.36,0.0,0.0029,-0.010057255625724792
0.37,0.0,0.00331,-0.010057255625724792
0.38,0.0,0.00368,-0.010057255625724792
0.39,0.0,0.00402,-0.010057255625724792
0.4,0.0,0.0043,-0.010057255625724792
0.41,0.0,0.00451,-0.010057255625724792
0.42,0.0,0.00475,-0.010057255625724792
0.43,0.0,0.00491,-0.010057255625724792
0.44,0.0,0.00503,-0.010057255625724792
0.45,0.0,0.00511,-0.010057255625724792
0.46,0.0,0.00515,-0.010057255625724792
0.47,0.0,0.00516,-0.010057255625724792
0.48,0.0,0.00513,-0.010057255625724792
0.49,0.0,0.00508,-0.010057255625724792
0.5,0.0,0.00501,-0.009482204914093018
0.51,0.0,0.00492,-0.009113386273384094
0.52,0.0,0.00482,-0.008733585476875305
0.53,0.0,0.0047,-0.007865369319915771
0.54,0.0,0.00459,-0.00785878300666809
0.55,0.0,0.00447,-0.006822317838668823
0.56,0.0,0.00435,-0.006455942988395691
0.57,0.0,0.00426,-0.006845548748970032
0.58,0.0,0.00414,-0.005688771605491638
0.59,0.0,0.00404,-0.005228966474533081
0.6,0.0,0.00396,-0.005043521523475647
0.61,0.0,0.00388,-0.005259856581687927
0.62,0.0,0.00382,-0.005611225962638855
0.63,0.0,0.00377,-0.0049827247858047485
0.64,0.0,0.00374,-0.005710765719413757
0.65,0.0,0.00371,-0.005796805024147034
0.66,0.0,0.00368,-0.005130738019943237
0.67,0.0,0.00367,-0.005844250321388245
0.68,0.0,0.00365,-0.005815371870994568
0.69,0.0,0.00363,-0.006919607520103455
0.7,0.0,0.00361,-0.007158786058425903
0.71,0.0,0.00358,-0.007534489035606384
0.72,0.0,0.00353,-0.007938072085380554
0.73,0.0,0.00348,-0.008611783385276794
0.74,0.0,0.0034,-0.008709341287612915
0.75,0.0,0.00331,-0.008485198020935059
0.76,0.0,0.00319,-0.008854791522026062
0.77,0.0,0.00304,-0.010241150856018066
0.78,0.0,0.00287,-0.01001344621181488
0.79,0.0,0.00267,-0.010428696870803833
0.8,0.0,0.00244,-0.010730460286140442
0.81,0.0,0.00218,-0.01201699674129486
0.82,0.0,0.00195,-0.01200065016746521
0.83,0.0,0.00164,-0.012039914727210999
0.84,0.0,0.00124,-0.012269631028175354
0.85,0.0,0.0,-0.01263117790222168
0.86,0.0,0.0,-0.012542620301246643
0.87,0.0,0.0,-0.012600496411323547
0.88,0.0,0.0,-0.01272997260093689
0.89,0.0,0.0,-0.012218669056892395
0.9,0.0,0.0,-0.012547597289085388
0.91,0.0,0.0,-0.012418627738952637
0.92,0.0,0.0,-0.012652426958084106
0.93,0.0,0.0,-0.012400686740875244
0.94,0.0,0.0,-0.011882320046424866
0.95,0.0,0.0,-0.011547625064849854
0.96,0.0,0.0,-0.011467739939689636
0.97,0.0,0.0,-0.011275768280029297
0.98,0.0,0.0,-0.010121628642082214
0.99,0.0,0.0,-0.010758444666862488
1.0,0.0,0.0,-0.009940236806869507
1.01,0.0,0.0,-0.009579852223396301
1.02,0.0,0.0,-0.009014829993247986
1.03,0.0,0.0,-0.008957594633102417
1.04,0.0,0.0,-0.008699506521224976
1.05,0.0,0.0,-0.008434802293777466
1.06,0.0,0.0,-0.00808696448802948
1.07,0.0,0.0,-0.008182346820831299
1.08,0.0,0.0,-0.00804603099822998
1.09,0.0,0.0,-0.007889553904533386
1.1,0.0,0.0,-0.008245646953582764
1.11,0.0,0.0,-0.008295968174934387
1.12,0.0,0.0,-0.008131980895996094
1.13,0.0,0.0,-0.008128434419631958
1.14,0.0,0.0,-0.008031606674194336
1.15,0.0,0.0,-0.008397281169891357
1.16,0.0,0.00121,-0.008399471640586853
1.17,0.0,0.00178,-0.008690446615219116
1.18,0.0,0.00234,-0.00868898630142212
1.19,0.0,0.00288,-0.009086579084396362
1.2,0.0,0.0034,-0.009122118353843689
1.21,0.0,0.00389,-0.009288951754570007
1.22,0.0,0.00435,-0.009452193975448608
1.23,0.0,0.00477,-0.00973731279373169
1.24,0.0,0.00514,-0.009935081005096436
1.25,0.0,0.00546,-0.010190531611442566
1.26,0.0,0.00573,-0.010626345872879028
1.27,0.0,0.00595,-0.010185495018959045
1.28,0.0,0.00611,-0.010444864630699158
1.29,0.0,0.00621,-0.01098664104938507
1.3,0.0,0.00626,-0.01085759699344635
1.31,0.0,0.00624,-0.011385515332221985
1.32,0.0,0.00618,-0.010892823338508606
1.33,0.0,0.00606,-0.010739356279373169
1.34,0.0,0.00589,-0.011685922741889954
1.35,0.0,0.00568,-0.010979786515235901
1.36,0.0,0.00542,-0.011844053864479065
1.37,0.0,0.00513,-0.011965349316596985
1.38,0.0,0.00487,-0.0121917724609375
1.39,0.0,0.00452,-0.01252909004688263
1.4,0.0,0.00415,-0.012985765933990479
1.41,0.0,0.00369,-0.01354353129863739
1.42,0.0,0.00329,-0.013995110988616943
1.43,0.0,0.00288,-0.014417558908462524
1.44,0.0,0.00248,-0.014822006225585938
1.45,0.0,0.00209,-0.015077799558639526
1.46,0.0,0.00171,-0.015162244439125061
1.47,0.0,0.00135,-0.014887586236000061
1.48,0.0,0.00101,-0.01451195776462555
1.49,0.0,0.0,-0.01403963565826416
1.5,0.0,0.0,-0.013475149869918823
1.51,0.0,0.0,-0.012778311967849731
1.52,0.0,0.0,-0.011693447828292847
1.53,0.0,0.0,-0.010406494140625
1.54,0.0,0.0,-0.010218828916549683
1.55,0.0,0.0,-0.009317144751548767
1.56,0.0,0.0,-0.008211091160774231
1.57,0.0,0.0,-0.007822215557098389
1.58,0.0,0.0,-0.007520347833633423
1.59,0.0,0.0,-0.006681710481643677
1.6,0.0,0.0,-0.006520375609397888
1.61,0.0,0.0,-0.007325619459152222
1.62,0.0,0.0,-0.0075973570346832275
1.63,0.0,0.0,-0.007495313882827759
1.64,0.0,0.0,-0.00754295289516449
1.65,0.0,0.0,-0.007937580347061157
1.66,0.0,0.0,-0.008130937814712524
1.67,0.0,0.00103,-0.008248165249824524
1.68,0.0,0.00131,-0.008283287286758423
1.69,0.0,0.00159,-0.008692026138305664
1.7,0.0,0.00188,-0.00881318747997284
1.71,0.0,0.00217,-0.008915558457374573
1.72,0.0,0.00245,-0.008292332291603088
1.73,0.0,0.00272,-0.009213626384735107
1.74,0.0,0.00299,-0.00926700234413147
1.75,0.0,0.00324,-0.00932745635509491
1.76,0.0,0.00347,-0.009333595633506775
1.77,0.0,0.00368,-0.009526088833808899
1.78,0.0,0.00387,-0.009607121348381042
1.79,0.0,0.00404,-0.008939817547798157
1.8,0.0,0.00418,-0.009624212980270386
1.81,0.0,0.0043,-0.00974339246749878
1.82,0.0,0.00439,-0.009826675057411194
1.83,0.0,0.00445,-0.009587645530700684
1.84,0.0,0.00449,-0.009088903665542603
1.85,0.0,0.00449,-0.0089491605758667
1.86,0.0,0.00447,-0.009611397981643677
1.87,0.0,0.00443,-0.009369269013404846
1.88,0.0,0.00438,-0.009573057293891907
1.89,0.0,0.00429,-0.009569913148880005
1.9,0.0,0.00419,-0.009560301899909973
1.91,0.0,0.00406,-0.009338289499282837
1.92,0.0,0.00389,-0.00945192575454712
1.93,0.0,0.00374,-0.00886043906211853
1.94,0.0,0.00358,-0.009406611323356628
1.95,0.0,0.0034,-0.009166225790977478
1.96,0.0,0.00323,-0.009253516793251038
1.97,0.0,0.00305,-0.009239405393600464
1.98,0.0,0.00288,-0.009181305766105652
1.99,0.0,0.00271,-0.00837358832359314
2.0,0.0,0.00255,-0.009078934788703918
2.01,0.0,0.00243,-0.009020611643791199
2.02,0.0,0.00227,-0.008939966559410095
2.03,0.0,0.00217,-0.00820314884185791
2.04,0.0,0.00205,-0.008943572640419006
2.05,0.0,0.00197,-0.008880019187927246
2.06,0.0,0.00191,-0.008221521973609924
2.07,0.0,0.00187,-0.008079811930656433
2.08,0.0,0.00185,-0.008831679821014404
2.09,0.0,0.00185,-0.008199512958526611
2.1,0.0,0.00187,-0.008760213851928711
2.11,0.0,0.00191,-0.008097812533378601
2.12,0.0,0.00197,-0.008126720786094666
2.13,0.0,0.00205,-0.008747801184654236
2.14,0.0,0.00214,-0.008542165160179138
2.15,0.0,0.00224,-0.008763119578361511
2.16,0.0,0.00235,-0.008863687515258789
2.17,0.0,0.00245,-0.008864298462867737
2.18,0.0,0.00256,-0.008320823311805725
2.19,0.0,0.00266,-0.008425503969192505
2.2,0.0,0.00276,-0.008612409234046936
2.21,0.0,0.00283,-0.009218603372573853
2.22,0.0,0.00289,-0.009178876876831055
2.23,0.0,0.00291,-0.009311795234680176
2.24,0.0,0.00291,-0.009203732013702393
2.25,0.0,0.00287,-0.009180411696434021
2.26,0.0,0.00282,-0.009218975901603699
2.27,0.0,0.00267,-0.009266316890716553
2.28,0.0,0.00254,-0.00865258276462555
2.29,0.0,0.00228,-0.00931200385093689
2.3,0.0,0.00207,-0.009327366948127747
2.31,0.0,0.00167,-0.008881241083145142
2.32,0.0,0.00129,-0.0094776451587677
2.33,0.0,0.0,-0.009464830160140991
2.34,0.0,0.0,-0.009513452649116516
2.35,0.0,0.0,-0.009545058012008667
2.36,0.0,0.0,-0.009586885571479797
2.37,0.0,0.0,-0.009478628635406494
2.38,0.0,0.0,-0.009523510932922363
2.39,0.0,0.0,-0.00949697196483612
2.4,0.0,0.0,-0.009534776210784912
2.41,0.0,0.0,-0.009451106190681458
2.42,0.0,0.0,-0.009643808007240295
2.43,0.0,0.0,-0.011399507522583008
2.44,0.0,0.0,-0.014078482985496521
2.45,0.0,0.0,-0.017658188939094543
2.46,0.0,0.0,-0.0194690078496933
2.47,0.0,0.0,-0.021447643637657166
2.48,0.0,0.0,-0.022290199995040894
2.49,0.0,0.0,-0.02258095145225525
2.5,0.0,0.0,-0.021993860602378845
2.51,0.0,0.0,-0.020730018615722656
2.52,0.0,0.0,-0.01941157877445221
2.53,0.0,0.0,-0.0171271413564682
2.54,0.0,0.0,-0.014895647764205933
2.55,0.0,0.0,-0.012315630912780762
2.56,0.0,0.0,-0.009270116686820984
2.57,0.0,0.0,-0.006677314639091492
2.58,0.0,0.0,-0.004604816436767578
2.59,0.0,0.0,-0.0028193891048431396
2.6,0.0,0.0,-0.0019155070185661316
2.61,0.0,0.0,-0.000978037714958191
2.62,0.0,0.0,-0.0003833398222923279
2.63,0.0,0.0,0.0004969611763954163
2.64,0.0,0.0,0.0008767172694206238
2.65,0.0,0.0,0.00132858008146286
2.66,0.0,0.0,0.0014822706580162048
2.67,0.0,0.0,0.002196386456489563
2.68,0.0,0.0,0.0021186918020248413
2.69,0.0,0.0,0.002420589327812195
2.7,0.0,0.0,0.0029211491346359253
2.71,0.0,0.0,0.0034729912877082825
2.72,0.0,0.0,0.0037327930331230164
2.73,0.0,0.0,0.0038276538252830505
2.74,0.0,0.0,0.004762239754199982
2.75,0.0,0.0,0.0050485581159591675
2.76,0.0,0.0,0.005648896098136902
2.77,0.0,0.0,0.006865538656711578
2.78,0.0,0.0,0.008343450725078583
2.79,0.0,0.00144,0.008788742125034332
2.8,0.0,0.00212,0.009784199297428131
2.81,0.0,0.00307,0.010571658611297607
2.82,0.01098,0.00378,0.011762604117393494
2.83,0.01305,0.00442,0.012627772986888885
2.84,0.01541,0.00497,0.014222957193851471
2.85,0.01808,0.00544,0.01539706438779831
2.86,0.02108,0.00583,0.016753360629081726
2.87,0.0244,0.00612,0.018215201795101166
2.88,0.02808,0.00633,0.019681021571159363
2.89,0.03212,0.00646,0.021219737827777863
2.9,0.03654,0.0065,0.022137276828289032
2.91,0.04136,0.00646,0.024287991225719452
2.92,0.04658,0.00634,0.026948265731334686
2.93,0.05221,0.00615,0.0330275222659111
2.94,0.05829,0.0059,0.043730609118938446
2.95,0.06481,0.00558,0.05640500783920288
2.96,0.0718,0.00522,0.06839292496442795
2.97,0.07927,0.0048,0.08030060678720474
2.98,0.08723,0.00435,0.08958251774311066
2.99,0.09571,0.00387,0.0987747386097908
3.0,0.10472,0.00336,0.10788679122924805
3.01,0.11235,0.00294,0.1184239536523819
3.02,0.12443,0.00231,0.12742137908935547
3.03,0.13297,0.00188,0.14703941345214844
3.04,0.1465,0.00126,0.15641772747039795
3.05,0.15606,0.0,0.17715074121952057
3.06,0.17115,0.0,0.19074377417564392
3.07,0.18179,0.0,0.21454684436321259
3.08,0.19858,0.0,0.22574201226234436
3.09,0.21341,0.0,0.24377483129501343
3.1,0.22903,0.0,0.25709396600723267
3.11,0.24546,0.0,0.2767093777656555
3.12,0.26274,0.0,0.28859108686447144
3.13,0.2809,0.0,0.31082212924957275
3.14,0.29998,0.0,0.32028812170028687
3.15,0.32001,0.0,0.3403305113315582
3.16,0.34103,0.0,0.3559842109680176
3.17,0.36307,0.0,0.3857787251472473
3.18,0.38617,0.0,0.40237241983413696
3.19,0.41035,0.0,0.43969422578811646
3.2,0.43566,0.0,0.4531811475753784
3.21,0.46212,0.0,0.48734337091445923
3.22,0.48975,0.0,0.5003325939178467
3.23,0.51858,0.0,0.5371216535568237
3.24,0.54863,0.0,0.5535651445388794
3.25,0.57993,0.0,0.5859177112579346
3.26,0.60591,0.00108,0.6058218479156494
3.27,0.64632,0.00177,0.6451070308685303
3.28,0.67433,0.00226,0.6684313416481018
3.29,0.71781,0.003,0.7083282470703125
3.3,0.74787,0.00351,0.7233942151069641
3.31,0.79457,0.00429,0.7760208249092102
3.32,0.8265,0.0048,0.8127692341804504
3.33,0.87604,0.00556,0.8633193373680115
3.34,0.91869,0.00618,0.8979898691177368
3.35,0.96254,0.00678,0.947803795337677
3.36,1.00755,0.00735,0.9782906174659729
3.37,1.05367,0.00788,1.024914264678955
3.38,1.10088,0.00838,1.0523428916931152
3.39,1.14913,0.00884,1.1113146543502808
3.4,1.19834,0.00925,1.159627914428711
3.41,1.2485,0.0096,1.2176482677459717
3.42,1.29952,0.0099,1.2596728801727295
3.43,1.35135,0.01015,1.3253328800201416
3.44,1.40392,0.01033,1.369485855102539
3.45,1.45717,0.01045,1.422452449798584
3.46,1.51105,0.01051,1.4685258865356445
3.47,1.56546,0.01051,1.5321431159973145
3.48,1.62036,0.01045,1.582122802734375
3.49,1.67566,0.01033,1.6445016860961914
3.5,1.73131,0.01016,1.6965473890304565
3.51,1.77613,0.00998,1.759426236152649
3.52,1.84339,0.00966,1.8171275854110718
3.53,1.88848,0.00941,1.8753461837768555
3.54,1.95609,0.00898,1.9234999418258667
3.55,2.0013,0.00866,1.9963865280151367
3.56,2.06894,0.00816,2.061657190322876
3.57,2.11411,0.0078,2.134801149368286
3.58,2.18158,0.00723,2.1957292556762695
3.59,2.23769,0.00675,2.2625205516815186
3.6,2.29364,0.00625,2.317460298538208
3.61,2.34937,0.00575,2.3761074542999268
3.62,2.40486,0.00525,2.4267547130584717
3.63,2.4601,0.00475,2.48988676071167
3.64,2.51506,0.00427,2.5450830459594727
3.65,2.56974,0.00379,2.607215642929077
3.66,2.62412,0.00334,2.66059947013855
3.67,2.67819,0.0029,2.71919846534729
3.68,2.73196,0.00247,2.7722856998443604
3.69,2.78544,0.00208,2.820070743560791
3.7,2.8386,0.0017,2.8648974895477295
3.71,2.89151,0.00134,2.9167587757110596
3.72,2.94411,0.00101,2.969733715057373
3.73,2.99644,0.0,3.024399518966675
3.74,3.04853,0.0,3.0763003826141357
3.75,3.10039,0.0,3.1251237392425537
3.76,3.14176,0.0,3.1774675846099854
3.77,3.20346,0.0,3.2272605895996094
3.78,3.24452,0.0,3.275941848754883
3.79,3.3058,0.0,3.32720685005188
3.8,3.34661,0.0,3.3811399936676025
3.81,3.40755,0.0,3.4298784732818604
3.82,3.44817,0.0,3.4879915714263916
3.83,3.50886,0.0,3.5418484210968018
3.84,3.55938,0.0,3.5947015285491943
3.85,3.60983,0.0,3.6478989124298096
3.86,3.66022,0.0,3.6908607482910156
3.87,3.71057,0.0,3.7411599159240723
3.88,3.76087,0.0,3.794065237045288
3.89,3.81114,0.0,3.841320514678955
3.9,3.86139,0.0,3.896869421005249
3.91,3.91159,0.0,3.9406776428222656
3.92,3.96178,0.0,3.9905524253845215
3.93,4.01193,0.0,4.045036315917969
3.94,4.06206,0.0,4.089242458343506
3.95,4.11215,0.0,4.134374141693115
3.96,4.1622,0.0,4.183949947357178
3.97,4.2122,0.0,4.230294704437256
3.98,4.26215,0.0,4.28062629699707
3.99,4.31202,0.0,4.333182334899902
4.0,4.36182,0.0,4.377399921417236
4.01,4.41152,0.0,4.4336748123168945
4.02,4.45126,0.0,4.473811626434326
4.03,4.50078,0.0,4.523988723754883
4.04,4.55997,0.0,4.571500778198242
4.05,4.60918,0.0,4.620343208312988
4.06,4.64849,0.0,4.671972751617432
4.07,4.69742,0.0,4.725080966949463
4.08,4.75585,0.0,4.771594047546387
4.09,4.80437,0.0,4.828124523162842
4.1,4.85268,0.0,4.865940570831299
4.11,4.90079,0.0,4.912905216217041
4.12,4.94869,0.0,4.953796863555908
4.13,4.99635,0.0,5.007441520690918
4.14,5.04378,0.0,5.056204795837402
4.15,5.09098,0.0,5.115199565887451
4.16,5.13794,0.0,5.153738498687744
4.17,5.18466,0.0,5.211307525634766
4.18,5.23115,0.0,5.250766277313232
4.19,5.2774,0.0,5.303219318389893
4.2,5.32342,0.0,5.342399597167969
4.21,5.36922,0.0,5.399661540985107
4.22,5.41481,0.0,5.436222553253174
4.23,5.46019,0.0,5.4930949211120605
4.24,5.50538,0.0,5.5354228019714355
4.25,5.5504,0.0,5.596994876861572
4.26,5.59524,0.0,5.627203464508057
4.27,5.63107,0.0,5.673867702484131
4.28,5.68451,0.0,5.714963912963867
4.29,5.72897,0.0,5.773696422576904
4.3,5.77334,0.0,5.808434963226318
4.31,5.80886,0.0,5.868319034576416
4.32,5.86187,0.0,5.902534484863281
4.33,5.90608,0.0,5.958156108856201
4.34,5.95028,0.0,5.996951580047607
4.35,5.98569,0.0,6.039713382720947
4.36,6.03872,0.0,6.07602071762085
4.37,6.08302,0.0,6.130403518676758
4.38,6.12738,0.0,6.174528121948242
4.39,6.17184,0.0,6.227813243865967
4.4,6.2164,0.0,6.268263339996338
4.41,6.26109,0.0,6.319214344024658
4.42,6.30591,0.0,6.362276554107666
4.43,6.3509,0.0,6.409456253051758
4.44,6.39604,0.0,6.4496684074401855
4.45,6.44138,0.0,6.504378318786621
4.46,6.48689,0.0,6.543844223022461
4.47,6.53261,0.0,6.593858242034912
4.48,6.57853,0.0,6.639956951141357
4.49,6.62464,0.0,6.693178653717041
4.5,6.67097,0.0,6.728829383850098
4.51,6.71752,0.0,6.785865783691406
4.52,6.75493,0.0,6.821590423583984
4.53,6.81121,0.0,6.868574142456055
4.54,6.85836,0.0,6.922823905944824
4.55,6.90571,0.0,6.970967769622803
4.56,6.94376,0.0,7.0110273361206055
4.57,7.00096,0.0,7.056251525878906
4.58,7.04884,0.0,7.105603218078613
4.59,7.09689,0.0,7.158798694610596
4.6,7.13547,0.0,7.199975967407227
4.61,7.19344,0.0,7.244283676147461
4.62,7.24186,0.0,7.2941412925720215
4.63,7.29043,0.0,7.341836929321289
4.64,7.33909,0.0,7.38958740234375
4.65,7.38785,0.0,7.435811519622803
4.66,7.43667,0.0,7.482456207275391
4.67,7.48556,0.0,7.541207313537598
4.68,7.53449,0.0,7.58095121383667
4.69,7.58345,0.0,7.6303277015686035
4.7,7.63245,0.0,7.673458576202393
4.71,7.68144,0.0,7.726533889770508
4.72,7.73045,0.0,7.765694618225098
4.73,7.77944,0.0,7.824697971343994
4.74,7.82841,0.0,7.8644490242004395
4.75,7.87736,0.0,7.922992706298828
4.76,7.92627,0.0,7.964554309844971
4.77,7.96543,0.0,8.013367652893066
4.78,8.02397,0.0,8.056709289550781
4.79,8.07275,0.0,8.11343765258789
4.8,8.12146,0.0,8.144667625427246
4.81,8.16045,0.0,8.198123931884766
4.82,8.21872,0.0,8.24713134765625
4.83,8.26725,0.0,8.29687213897705
4.84,8.31573,0.0,8.344893455505371
4.85,8.35452,0.0,8.385686874389648
4.86,8.41248,0.0,8.431321144104004
4.87,8.46076,0.0,8.490400314331055
4.88,8.50899,0.0,8.52062702178955
4.89,8.55715,0.0,8.575439453125
4.9,8.60526,0.0,8.621929168701172
4.91,8.65332,0.0,8.673365592956543
4.92,8.70133,0.0,8.716352462768555
4.93,8.74931,0.0,8.770259857177734
4.94,8.79725,0.0,8.808170318603516
4.95,8.84517,0.0,8.867878913879395
4.96,8.89306,0.0,8.893877983093262
4.97,8.94094,0.0,8.95921802520752
4.98,8.9888,0.0,9.00008487701416
4.99,9.03667,0.0,9.05697250366211
5.0,9.08455,0.0,9.092432975769043
5.01,9.13246,0.0,9.149262428283691
5.02,9.17082,0.0,9.196453094482422
5.03,9.22831,0.0,9.255824089050293
5.04,9.2763,0.0,9.283738136291504
5.05,9.32434,0.0,9.339889526367188
5.06,9.36285,0.0,9.38032054901123
5.07,9.4206,0.0,9.43470287322998
5.08,9.46885,0.0,9.480362892150879
5.09,9.51717,0.0,9.53300952911377
5.1,9.55594,0.0,9.577441215515137
5.11,9.61411,0.0,9.63797664642334
5.12,9.66273,0.0,9.675277709960938
5.13,9.71146,0.0,9.72768497467041
5.14,9.76032,0.0,9.77280044555664
5.15,9.8093,0.0,9.823451042175293
5.16,9.8584,0.0,9.863167762756348
5.17,9.90764,0.0,9.93198299407959
5.18,9.95701,0.0,9.971562385559082
5.19,10.00652,0.0,10.026954650878906
5.2,10.05616,0.0,10.068989753723145
5.21,10.10593,0.0,10.128960609436035
5.22,10.15583,0.0,10.170331954956055
5.23,10.20586,0.0,10.225943565368652
5.24,10.25601,0.0,10.271041870117188
5.25,10.30628,0.0,10.33168888092041
5.26,10.35665,0.0,10.375189781188965
5.27,10.39708,0.0,10.431861877441406
5.28,10.45769,0.0,10.474844932556152
5.29,10.50833,0.0,10.530083656311035
5.3,10.55903,0.0,10.570602416992188
5.31,10.59982,0.0,10.629057884216309
5.32,10.6606,0.0,10.673007011413574
5.33,10.71144,0.0,10.734265327453613
5.34,10.76229,0.0,10.78333854675293
5.35,10.80304,0.0,10.825090408325195
5.36,10.864,0.0,10.876981735229492
5.37,10.91482,0.0,10.926756858825684
5.38,10.96562,0.0,10.978867530822754
5.39,11.01638,0.0,11.02916145324707
5.4,11.0671,0.0,11.069109916687012
5.41,11.11775,0.0,11.133932113647461
5.42,11.16833,0.0,11.194119453430176
5.43,11.21886,0.0,11.236223220825195
5.44,11.26933,0.0,11.289775848388672
5.45,11.31974,0.0,11.336960792541504
5.46,11.37009,0.0,11.383213996887207
5.47,11.42039,0.0,11.44003963470459
5.48,11.47065,0.0,11.482059478759766
5.49,11.52087,0.0,11.538369178771973
5.5,11.57108,0.0,11.597526550292969
